kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
Human,0.725713372,AI,Quil,No,Real TOEFL,Human,196,NA
Human,0.003226221,Human,Quil,Yes,US 8th grade essay,Human,148,NA
AI,0.132154793,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,836,NA
AI,2.14145e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,506,Elevate using technical
AI,8.25156e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,454,Enhance like native
AI,0.989304066,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,612,Plain
AI,3.02e-6,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,586,Plain
AI,0.999787594,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0.09774542,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
Human,5.37e-5,Human,GPTZero,No,Real TOEFL,Human,910,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,473,NA
AI,0.875,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,604,Plain
Human,2.03757e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,195,NA
AI,0.9472121,AI,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
AI,0.999811828,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,679,Elevate using technical
AI,0.173548996,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,229,Simplify like non-native
Human,1,AI,ZeroGPT,No,Real TOEFL,Human,351,NA
Human,0.204763651,Human,Quil,No,Real TOEFL,Human,924,NA
Human,0.714545228,AI,GPTZero,No,Real TOEFL,Human,332,NA
Human,1.69282e-4,Human,HFOpenAI,Yes,Real College Essays,Human,438,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,676,Plain
AI,1.74577e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
Human,0.254105005,Human,OriginalityAI,Yes,Real College Essays,Human,904,NA
AI,0.003638278,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,695,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,308,Enhance like native
Human,7.05e-7,Human,Sapling,Yes,US 8th grade essay,Human,125,NA
AI,0.9999,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
AI,1.7012e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,12,Plain
AI,0.999782622,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0.987139761,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,435,Plain
AI,0.027232656,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
Human,0.001217269,Human,Crossplag,Yes,Real College Essays,Human,405,NA
Human,5.1399999999999997e-23,Human,GPTZero,Yes,US 8th grade essay,Human,165,NA
AI,6.43e-7,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,153,Simplify like non-native
AI,0.023933267,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
AI,1.69085e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,12,Plain
AI,0.125,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,105,Simplify like non-native
Human,0.245635086,Human,Sapling,Yes,US 8th grade essay,Human,174,NA
Human,0.706501305,AI,Quil,No,Real TOEFL,Human,62,NA
AI,1.68893e-4,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
Human,2.59e-13,Human,GPTZero,Yes,US 8th grade essay,Human,181,NA
Human,5.78e-9,Human,GPTZero,Yes,Real CS224N,Human,824,NA
AI,1.72282e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
AI,2.00539e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
Human,0.024353774,Human,OriginalityAI,Yes,Real CS224N,Human,775,NA
AI,2.11689e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,690,Elevate using technical
Human,1.07e-10,Human,GPTZero,Yes,Real CS224N,Human,863,NA
Human,1.80787e-4,Human,OriginalityAI,Yes,Real CS224N,Human,757,NA
AI,0.006283932,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,584,Plain
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,2.68161e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,716,Elevate using technical
Human,0.008381551,Human,OriginalityAI,No,Real TOEFL,Human,323,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,524,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,822,NA
AI,1.76662e-4,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
Human,0.999879759,AI,Sapling,No,Real TOEFL,Human,901,NA
AI,0.039061017,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,0.168679908,Human,Crossplag,No,Real TOEFL,Human,352,NA
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,70,NA
Human,2.64833e-4,Human,OriginalityAI,Yes,Real College Essays,Human,407,NA
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,758,NA
AI,0.125,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,912,Enhance like native
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,482,Plain
Human,0.70720911,AI,OriginalityAI,Yes,Real CS224N,Human,737,NA
AI,0.999815524,AI,Quil,NA,Fake College Essays - GPT3,GPT3,422,Plain
Human,4.7e-18,Human,GPTZero,Yes,US 8th grade essay,Human,889,NA
Human,0.336508521,Human,OriginalityAI,Yes,Real College Essays,Human,289,NA
Human,9.09382e-4,Human,OriginalityAI,Yes,Real CS224N,Human,763,NA
AI,9.32e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
Human,0.585030496,AI,Crossplag,No,Real TOEFL,Human,329,NA
Human,2.5953e-4,Human,Crossplag,Yes,Real CS224N,Human,812,NA
AI,0.98796463,AI,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,6.00576e-4,Human,Quil,NA,Fake CS224N - GPT3,GPT3,22,Plain
Human,0.062309836,Human,Sapling,No,Real TOEFL,Human,259,NA
AI,0.244730198,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,2.80726e-4,Human,HFOpenAI,Yes,Real CS224N,Human,877,NA
AI,0.9735,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,198,Simplify like non-native
Human,0.0063337,Human,HFOpenAI,No,Real TOEFL,Human,75,NA
AI,0.002554171,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
Human,0.836604893,AI,Crossplag,Yes,US 8th grade essay,Human,146,NA
AI,0.087609686,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,708,Plain
Human,0.00407103,Human,HFOpenAI,Yes,US 8th grade essay,Human,448,NA
AI,0.999818504,AI,Quil,NA,Fake College Essays - GPT3,GPT3,416,Plain
Human,2.34e-20,Human,GPTZero,Yes,US 8th grade essay,Human,79,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,878,NA
AI,0.914748249,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,892,Plain
Human,0.014373109,Human,GPTZero,No,Real TOEFL,Human,55,NA
Human,0.001725572,Human,OriginalityAI,Yes,Real CS224N,Human,791,NA
Human,1.00059e-4,Human,GPTZero,Yes,Real CS224N,Human,881,NA
AI,0.999728382,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,96,Simplify like non-native
AI,0.999191225,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,315,Plain
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,162,Simplify like non-native
AI,0.007379784,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,527,Elevate using technical
Human,2.8e-6,Human,Sapling,Yes,Real College Essays,Human,438,NA
AI,0.999822557,AI,Quil,NA,Fake CS224N - GPT3,GPT3,494,Plain
AI,0.007591187,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,309,Enhance like native
AI,2.2398e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,506,Elevate using technical
Human,2e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,180,NA
Human,0.999560773,AI,Quil,No,Real TOEFL,Human,544,NA
AI,0.797355056,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,721,Elevate using technical
Human,0.125,Human,ZeroGPT,No,Real TOEFL,Human,924,NA
AI,0.403921962,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
AI,0.995676935,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,31,Plain
Human,2.50889e-4,Human,HFOpenAI,Yes,Real CS224N,Human,861,NA
AI,0.034757875,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,617,Plain
AI,0.994769752,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,7.09349e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
AI,0.385476947,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,236,Simplify like non-native
Human,4.61583e-4,Human,Crossplag,Yes,US 8th grade essay,Human,177,NA
AI,1.8465e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,665,Elevate using technical
AI,8.67e-6,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,464,Plain
Human,7.59e-7,Human,Sapling,Yes,US 8th grade essay,Human,195,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.99999947,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,462,Plain
Human,2.44475e-4,Human,Crossplag,Yes,Real CS224N,Human,809,NA
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
AI,0.999982761,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,83,Simplify like non-native
AI,0.933832109,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,696,Elevate using technical
AI,2.12e-6,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
Human,0.637172818,AI,Quil,No,Real TOEFL,Human,263,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
Human,8.66e-7,Human,Sapling,Yes,US 8th grade essay,Human,210,NA
AI,0.9994,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,138,Simplify like non-native
AI,0.017956823,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,524,Plain
AI,0.005327612,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,613,Elevate using technical
AI,5.37e-5,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
AI,0.25,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
Human,1.77711e-4,Human,HFOpenAI,Yes,Real College Essays,Human,50,NA
AI,0.760402243,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,138,Simplify like non-native
AI,0.999999603,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,670,Plain
Human,3.56e-21,Human,GPTZero,Yes,US 8th grade essay,Human,188,NA
Human,1.69577e-4,Human,Crossplag,Yes,Real CS224N,Human,752,NA
AI,6.02e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,709,Elevate using technical
AI,6.22e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,616,Elevate using technical
AI,0.781292677,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,250,Simplify like non-native
AI,0.975685835,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,53,Simplify like non-native
AI,1.89173e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,674,Elevate using technical
AI,0.030457124,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,587,Plain
AI,0.923527062,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,21,Plain
AI,0.116573252,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
Human,1e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,916,NA
Human,0.139668956,Human,OriginalityAI,Yes,Real CS224N,Human,875,NA
Human,0.999822557,AI,Quil,No,Real TOEFL,Human,55,NA
AI,0.999999134,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,615,Plain
Human,0.081450708,Human,HFOpenAI,No,Real TOEFL,Human,76,NA
AI,0.999800265,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
AI,1,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,102,Simplify like non-native
Human,0.125,Human,ZeroGPT,Yes,US 8th grade essay,Human,86,NA
Human,4.19e-8,Human,GPTZero,Yes,Real CS224N,Human,825,NA
Human,0.863443673,AI,HFOpenAI,No,Real TOEFL,Human,216,NA
Human,0.900023467,AI,GPTZero,No,Real TOEFL,Human,544,NA
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,795,NA
Human,0.130510151,Human,HFOpenAI,Yes,Real CS224N,Human,842,NA
Human,7.94e-7,Human,Sapling,Yes,Real College Essays,Human,395,NA
AI,5.15472e-4,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,610,Plain
AI,0.143245608,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
AI,1.03e-6,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,208,Enhance like native
Human,1,AI,ZeroGPT,No,Real TOEFL,Human,350,NA
AI,0.068387941,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,0.007363926,Human,HFOpenAI,Yes,US 8th grade essay,Human,237,NA
Human,1.81419e-4,Human,HFOpenAI,Yes,Real College Essays,Human,218,NA
Human,0.255219915,Human,Sapling,Yes,US 8th grade essay,Human,101,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,477,Elevate using technical
Human,2.12e-6,Human,GPTZero,Yes,Real CS224N,Human,770,NA
Human,1.99422e-4,Human,Sapling,Yes,Real College Essays,Human,47,NA
AI,0.006283932,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,0.001681393,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
Human,0.007390998,Human,OriginalityAI,No,Real TOEFL,Human,900,NA
AI,4.47929e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,680,Elevate using technical
AI,0.5,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,684,Plain
AI,0.875,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,238,Simplify like non-native
AI,0.014261715,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,677,Elevate using technical
Human,3.59281e-4,Human,OriginalityAI,Yes,Real CS224N,Human,802,NA
Human,0.9244681,AI,Crossplag,No,Real TOEFL,Human,403,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,0.01552318,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,0.999827206,AI,Quil,NA,Fake CS224N - GPT3,GPT3,442,Plain
Human,1.57e-6,Human,Sapling,Yes,US 8th grade essay,Human,889,NA
Human,5.78e-9,Human,GPTZero,Yes,Real CS224N,Human,812,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,496,Elevate using technical
AI,8.25e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,674,Elevate using technical
AI,3.87e-5,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,582,Elevate using technical
AI,0.006597459,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
Human,6.56477e-4,Human,GPTZero,No,Real TOEFL,Human,460,NA
Human,3.00431e-4,Human,Crossplag,Yes,Real CS224N,Human,771,NA
AI,0.023897415,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,630,Plain
Human,0.001274764,Human,OriginalityAI,Yes,Real College Essays,Human,290,NA
AI,6.26e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,581,Elevate using technical
AI,0.286738306,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
Human,5.99719e-4,Human,Crossplag,Yes,US 8th grade essay,Human,117,NA
AI,5.04e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,0.031414717,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
Human,4.11928e-4,Human,Quil,Yes,US 8th grade essay,Human,180,NA
AI,0.162289158,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
AI,0.375,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
AI,0.845573902,AI,Quil,NA,Fake CS224N - GPT3,GPT3,15,Plain
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,783,NA
AI,1.89285e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,443,Elevate using technical
AI,0.75,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,114,Simplify like non-native
AI,1.70973e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
Human,0.125,Human,ZeroGPT,Yes,US 8th grade essay,Human,889,NA
AI,0.990497935,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,478,Plain
Human,0.991041124,AI,Crossplag,No,Real TOEFL,Human,249,NA
AI,4.58235e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,23,Plain
AI,0.999992535,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
Human,2.45e-13,Human,GPTZero,Yes,Real College Essays,Human,904,NA
AI,1.24399e-4,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,113,Simplify like non-native
AI,1.47e-5,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,308,Enhance like native
AI,0.88425231,AI,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,56,Enhance like native
Human,0.0023,Human,OriginalityAI,Yes,US 8th grade essay,Human,887,NA
AI,0.999999217,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,16,Plain
Human,0.999999474,AI,Sapling,No,Real TOEFL,Human,264,NA
AI,1.61e-5,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
AI,0.999999152,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,637,Plain
Human,0.99999202,AI,Sapling,No,Real TOEFL,Human,249,NA
Human,6.79e-7,Human,Sapling,Yes,Real College Essays,Human,46,NA
AI,0.5,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
Human,3.56e-21,Human,GPTZero,Yes,Real College Essays,Human,549,NA
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
Human,0.999257743,AI,Quil,No,Real TOEFL,Human,495,NA
AI,3.18281e-4,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
AI,0.999818504,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,416,Plain
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
AI,0.011415261,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,321,Enhance like native
AI,0.9989,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,251,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,762,NA
Human,0.067885065,Human,GPTZero,No,Real TOEFL,Human,542,NA
AI,0.095112838,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
AI,1.79357e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,488,Enhance like native
AI,1.10514e-4,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,732,Elevate using literary
Human,8.71e-7,Human,Sapling,Yes,Real College Essays,Human,281,NA
Human,1.00059e-4,Human,GPTZero,Yes,Real CS224N,Human,779,NA
Human,1.82437e-4,Human,HFOpenAI,Yes,Real CS224N,Human,864,NA
AI,2.01285e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,500,Elevate using technical
AI,2.85566e-4,Human,Quil,NA,Fake CS224N - GPT3,GPT3,704,Plain
AI,2.68065e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
Human,0.787392199,AI,Quil,Yes,US 8th grade essay,Human,190,NA
AI,0.001083149,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
Human,1.71306e-4,Human,HFOpenAI,Yes,Real College Essays,Human,224,NA
Human,0.648928583,AI,Crossplag,No,Real TOEFL,Human,216,NA
AI,0.003407352,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
Human,0.617642879,AI,Quil,No,Real TOEFL,Human,307,NA
Human,0.273608536,Human,HFOpenAI,Yes,Real CS224N,Human,766,NA
AI,8.35567e-4,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,662,Plain
AI,0.017714024,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,624,Elevate using technical
AI,4.89e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
Human,2.28e-36,Human,GPTZero,Yes,Real College Essays,Human,424,NA
Human,0.033264112,Human,Crossplag,Yes,Real CS224N,Human,792,NA
AI,0.007891619,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,627,Plain
Human,2.61989e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,101,NA
AI,0.444721401,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
AI,0.003487384,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.7488603,AI,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,553,Elevate using technical
Human,3.1e-29,Human,GPTZero,Yes,Real College Essays,Human,417,NA
Human,3.11648e-4,Human,OriginalityAI,Yes,Real CS224N,Human,753,NA
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,737,NA
AI,4.84e-5,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,383,Elevate using literary
Human,0.125,Human,ZeroGPT,Yes,US 8th grade essay,Human,146,NA
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,858,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,254,Enhance like native
AI,5.72e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,279,Enhance like native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,832,NA
AI,0.125,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,689,Plain
AI,0.991339147,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
Human,1.88649e-4,Human,Quil,Yes,Real College Essays,Human,219,NA
AI,0.855914295,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,251,Simplify like non-native
AI,0.210021138,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,711,Elevate using technical
AI,0.845207989,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,687,Plain
AI,0.006963236,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,698,Elevate using technical
AI,1.95551e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
AI,0.001476118,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,560,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,913,NA
Human,0.69307816,AI,HFOpenAI,No,Real TOEFL,Human,377,NA
Human,0.25,Human,ZeroGPT,No,Real TOEFL,Human,460,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,791,NA
Human,5.31e-7,Human,Sapling,No,Real TOEFL,Human,293,NA
AI,0.999809206,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,250,Simplify like non-native
Human,4.88391e-4,Human,Crossplag,Yes,Real College Essays,Human,926,NA
Human,1.92488e-4,Human,HFOpenAI,Yes,Real College Essays,Human,902,NA
Human,5.11165e-4,Human,Sapling,No,Real TOEFL,Human,216,NA
AI,0.9999,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,152,Simplify like non-native
AI,0.00426209,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
AI,0.999682555,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,580,Plain
AI,0.055249915,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,512,Plain
AI,1.63e-6,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,401,Enhance like native
AI,1.75808e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,1,Elevate using literary
Human,0.509076655,AI,OriginalityAI,No,Real TOEFL,Human,377,NA
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,811,NA
AI,4.77076e-4,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,383,Elevate using literary
AI,1.39117e-4,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,3,Elevate using literary
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,341,Enhance like native
AI,0.99999728,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,137,Simplify like non-native
Human,0.006941826,Human,OriginalityAI,Yes,Real CS224N,Human,808,NA
Human,4.75287e-4,Human,Quil,Yes,Real College Essays,Human,391,NA
AI,0.69245106,AI,Quil,NA,Fake CS224N - GPT3,GPT3,452,Plain
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,401,Enhance like native
AI,0.931690475,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,730,Plain
Human,1.79708e-4,Human,Quil,Yes,Real College Essays,Human,904,NA
Human,9.2341e-4,Human,OriginalityAI,Yes,Real College Essays,Human,446,NA
Human,0.5,Human,ZeroGPT,No,Real TOEFL,Human,377,NA
